"game_id","game_date","year","sv_pitch_id","at_bat_number","pitch_number","inning","top_inning_sw","event_type","event_result","pre_balls","pre_strikes","pre_outs","throws","pitcher_id","initial_speed","pitch_type","break_x","break_z","plate_x","plate_z","HitTrajectory"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_194054",15,1,2,"Y","ball","",0,0,2,"R",501957,91.8,"FF",-3.4,11.71,-1.421,3.661,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_194114",15,2,2,"Y","ball","",1,0,2,"R",501957,91.2,"FF",-0.43,12.16,-0.256,3.625,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_194134",15,3,2,"Y","ball","",2,0,2,"R",501957,90.3,"FC",-0.32,10.07,-0.682,3.652,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_194156",15,4,2,"Y","called_strike","",3,0,2,"R",501957,90.9,"FF",-3.06,12.42,-0.298,2.811,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_194218",15,5,2,"Y","ball","walk",3,1,2,"R",501957,90.8,"FC",0.84,13.32,-1.26,3.091,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_202349",34,1,4,"Y","called_strike","",0,0,0,"R",501957,89,"FF",-4.15,12.28,-0.793,2.121,"ground_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_202507",34,2,4,"Y","hit_into_play","force_out",0,1,0,"R",501957,89.8,"FF",-3.36,10.27,-0.992,3.235,"ground_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_191100",3,1,1,"Y","called_strike","",0,0,2,"R",501957,92.4,"FF",-3.38,10.8,0.942,2.1,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_191116",3,2,1,"Y","called_strike","",0,1,2,"R",501957,94.3,"FF",-2.4,11.82,0.584,1.902,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_191135",3,3,1,"Y","ball","",0,2,2,"R",501957,88.3,"SL",1.37,4.25,0.564,1.649,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_191153",3,4,1,"Y","ball","",1,2,2,"R",501957,79.6,"KC",3.31,-9.85,1.316,1.075,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_191210",3,5,1,"Y","foul","",2,2,2,"R",501957,88.9,"SL",2.46,4.43,1.125,2.277,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_191235",3,6,1,"Y","swinging_strike","strikeout",2,2,2,"R",501957,93.5,"FF",-2.6,12.4,1.115,3.088,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_195806",22,1,3,"Y","ball","",0,0,1,"R",501957,92.2,"FF",-0.68,10.86,-1.155,2.771,"line_drive"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_195827",22,2,3,"Y","foul","",1,0,1,"R",501957,91,"FF",-0.79,9.96,-0.619,3.522,"line_drive"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_195852",22,3,3,"Y","ball","",1,1,1,"R",501957,75.9,"KC",4.27,-12.26,-2.191,4.059,"line_drive"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_195914",22,4,3,"Y","hit_into_play_no_out","single",2,1,1,"R",501957,82.9,"CH",-4.96,8.52,-1.277,3.594,"line_drive"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_200512",26,1,3,"Y","called_strike","",0,0,2,"R",501957,77.2,"KC",4.31,-13.18,-0.044,3.255,"ground_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_200009",23,1,3,"Y","hit_into_play_score","single",0,0,1,"R",501957,83,"CH",-5.33,10.76,-0.43,1.778,"ground_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_200526",26,2,3,"Y","ball","",0,1,2,"R",501957,76.5,"KC",5.6,-12.21,0.089,4.042,"ground_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_200539",26,3,3,"Y","foul","",1,1,2,"R",501957,92.9,"FF",-2.6,11.14,0.426,3.497,"ground_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_200600",26,4,3,"Y","ball","",1,2,2,"R",501957,77.1,"KC",5.61,-13.96,-0.528,4.382,"ground_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_200615",26,5,3,"Y","foul","",2,2,2,"R",501957,92,"FF",-1.46,11.42,0.223,3.055,"ground_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_200635",26,6,3,"Y","foul","",2,2,2,"R",501957,84.5,"CH",-6.61,10.94,0.323,1.455,"ground_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_200659",26,7,3,"Y","foul","",2,2,2,"R",501957,92.6,"FF",-1.83,12.54,0.261,2.764,"ground_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_200717",26,8,3,"Y","foul","",2,2,2,"R",501957,76.9,"KC",2.55,-12.6,0.334,2.549,"ground_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_200735",26,9,3,"Y","hit_into_play","field_out",2,2,2,"R",501957,83.7,"CH",-8.05,8.58,0.063,2.94,"ground_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_194328",16,1,2,"Y","swinging_strike","",0,0,2,"R",501957,83.7,"CH",-6,8.78,-0.723,2.526,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_190934",2,1,1,"Y","called_strike","",0,0,1,"R",501957,92.9,"FF",-2.96,12.7,-0.374,2.058,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_190950",2,2,1,"Y","called_strike","",0,1,1,"R",501957,78,"KC",5.89,-9.11,0.68,1.969,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_191007",2,3,1,"Y","ball","",0,2,1,"R",501957,92.6,"FF",-1.69,9.79,-1.273,4.056,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_191026",2,4,1,"Y","called_strike","strikeout",1,2,1,"R",501957,93.5,"FF",-2.52,11.82,-0.896,1.984,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_190826",1,1,1,"Y","ball","",0,0,0,"R",501957,90.8,"FF",-0.71,12.3,0.549,1.767,"fly_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_190839",1,2,1,"Y","ball","",1,0,0,"R",501957,91.3,"FF",-2.1,13.4,0.75,1.66,"fly_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_190857",1,3,1,"Y","hit_into_play","field_out",2,0,0,"R",501957,91.2,"FF",-1.96,11.39,-0.331,3.321,"fly_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_193107",10,1,2,"Y","called_strike","",0,0,0,"R",501957,90.2,"FC",0.36,10.65,-0.594,2.136,"ground_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_193119",10,2,2,"Y","hit_into_play_no_out","single",0,1,0,"R",501957,82.2,"CH",-6.29,9.97,0.009,1.711,"ground_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_200305",25,1,3,"Y","ball","",0,0,2,"R",501957,90.7,"FF",-0.46,12.47,-0.537,4.927,"fly_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_200327",25,2,3,"Y","ball","",1,0,2,"R",501957,90.6,"FF",-1.81,10.25,-0.055,3.713,"fly_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_200350",25,3,3,"Y","ball","",2,0,2,"R",501957,91.1,"FF",-3.67,10.05,-0.512,3.91,"fly_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_193415",12,1,2,"Y","swinging_strike","",0,0,0,"R",501957,93.4,"FC",-0.06,13.41,-0.557,3.44,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_193437",12,2,2,"Y","ball","",0,1,0,"R",501957,92.9,"FF",-2.92,12.39,0.237,0.969,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_193457",12,3,2,"Y","swinging_strike","",1,1,0,"R",501957,93.2,"FC",-0.31,11.51,0.415,2.149,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_193521",12,4,2,"Y","swinging_strike","strikeout",1,2,0,"R",501957,94.5,"FF",-2.02,11.52,0.09,1.88,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_195505",21,1,3,"Y","called_strike","",0,0,1,"R",501957,76.1,"KC",4.56,-12.36,-0.154,3.242,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_195534",21,2,3,"Y","ball","",0,1,1,"R",501957,85.9,"SL",3.11,2.54,1.336,3.697,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_195550",21,3,3,"Y","ball","",1,1,1,"R",501957,93.7,"FF",-1.27,13.93,1.873,2.458,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_195607",21,4,3,"Y","swinging_strike","",2,1,1,"R",501957,84,"CH",-7.61,10.58,0.639,2.088,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_195629",21,5,3,"Y","foul","",2,2,1,"R",501957,94.2,"FF",-4.32,9.25,0.174,3.772,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_195649",21,6,3,"Y","ball","",2,2,1,"R",501957,93.9,"FC",0.26,11.63,1.219,2.578,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_195708",21,7,3,"Y","foul","",3,2,1,"R",501957,93.4,"FF",-2.76,12.76,0.49,3.097,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_195729",21,8,3,"Y","ball","walk",3,2,1,"R",501957,84.7,"CH",-6.54,8.5,1.028,0.978,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_193203",11,1,2,"Y","called_strike","",0,0,0,"R",501957,91.6,"FC",-0.08,10.88,0.226,2.979,"fly_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_193224",11,2,2,"Y","ball","",0,1,0,"R",501957,91.3,"FF",-1.41,12.32,-0.377,1.136,"fly_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_193247",11,3,2,"Y","ball","",1,1,0,"R",501957,91.8,"FF",-1.36,10.06,-1.319,2.753,"fly_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_193309",11,4,2,"Y","hit_into_play_no_out","double",2,1,0,"R",501957,91.8,"FF",-2.57,10.52,-0.434,2.02,"fly_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_202600",35,1,4,"Y","ball","",0,0,2,"R",501957,90.9,"FF",-0.93,13.08,-1.121,3.404,"line_drive"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_202626",35,2,4,"Y","called_strike","",1,0,2,"R",501957,91.1,"FF",-0.46,11.59,-0.425,2.407,"line_drive"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_202735",35,3,4,"Y","ball","",1,1,2,"R",501957,76.1,"KC",5.26,-12.94,-2.182,1.974,"line_drive"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_202804",35,4,4,"Y","ball","caught_stealing_2b",2,1,2,"R",501957,82.3,"CH",-4.31,9.67,-1.11,4.276,"line_drive"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_202841",35,5,4,"Y","swinging_strike","",3,1,2,"R",501957,92.2,"FF",-2.8,13.08,-0.506,3.151,"line_drive"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_202905",35,6,4,"Y","foul","",3,2,2,"R",501957,93.5,"FF",-2.78,12.97,-0.172,3.44,"line_drive"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_202935",35,7,4,"Y","foul","",3,2,2,"R",501957,92.6,"FC",0.08,9.51,-0.4,3.197,"line_drive"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_203002",35,8,4,"Y","hit_into_play_no_out","single",3,2,2,"R",501957,91.8,"FF",-1.21,10.28,0.198,2.792,"line_drive"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_200412",25,4,3,"Y","hit_into_play_score","home_run",3,0,2,"R",501957,91.1,"FC",0.24,11.39,-0.138,2.314,"fly_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_203149",36,1,4,"Y","ball","",0,0,2,"R",501957,80,"CH",-6.35,9.75,0.485,4.849,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_203213",36,2,4,"Y","ball","",1,0,2,"R",501957,84.3,"SL",2.09,1.7,-1.631,2.987,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_203240",36,3,4,"Y","called_strike","",2,0,2,"R",501957,82,"CH",-4.92,11.03,0.001,3.035,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_203305",36,4,4,"Y","foul","",2,1,2,"R",501957,90.9,"FF",-0.86,11.12,0.801,2.075,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_203336",36,5,4,"Y","foul","",2,2,2,"R",501957,92.6,"FF",-1.81,12.5,0.411,2.136,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_203435",36,6,4,"Y","foul","",2,2,2,"R",501957,93.2,"FC",1.17,9.83,0.221,3.111,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_193951",14,1,2,"Y","hit_into_play_score","sac_fly",0,0,1,"R",501957,92.5,"FF",-1.72,10.59,-0.489,3.113,"fly_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_200119",24,1,3,"Y","foul","",0,0,1,"R",501957,77.6,"KC",2.84,-12.01,0.432,1.356,"fly_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_200145",24,2,3,"Y","hit_into_play_score","sac_fly",0,1,1,"R",501957,85.7,"SL",3.4,2.15,0.232,2.138,"fly_ball"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_202233",33,1,4,"Y","hit_into_play_no_out","single",0,0,0,"R",501957,91.8,"FF",-2.99,10.68,-0.237,2.536,"bunt_grounder"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_203504",36,7,4,"Y","ball","",2,2,2,"R",501957,75.1,"KC",5.99,-11.26,0.311,3.888,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_203531",36,8,4,"Y","ball","walk",3,2,2,"R",501957,77.1,"KC",4,-10.87,-0.793,1.279,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_194355",16,2,2,"Y","ball","",0,1,2,"R",501957,91.6,"FF",-1.44,13.3,-0.953,1.834,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_194420",16,3,2,"Y","foul","",1,1,2,"R",501957,91,"FF",-3.19,11.63,-0.591,2.212,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_194509",16,4,2,"Y","swinging_strike","strikeout",1,2,2,"R",501957,77.8,"KC",4.39,-11.62,-0.708,1.549,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_193601",13,1,2,"Y","blocked_ball","",0,0,1,"R",501957,76.6,"KC",5.26,-8.46,0.327,0.401,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_193639",13,2,2,"Y","blocked_ball","",1,0,1,"R",501957,83.5,"CH",-5.27,11.76,-0.582,0.869,"U"
"2013/04/06/minmlb-balmlb-1","06-APR-13",2013,"130406_193706",13,3,2,"Y","foul","",2,0,1,"R",501957,93.3,"FF",-1.18,10.26,-0.918,2.995,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_194226",15,1,2,"N","ball","",0,0,2,"R",501957,91.7,"FC",1.27,13.62,1.605,1.534,"ground_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_194241",15,2,2,"N","hit_into_play","field_out",1,0,2,"R",501957,83.8,"CH",-5,11.57,0,1.37,"ground_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_203545",35,1,4,"N","foul","",0,0,2,"R",501957,83.3,"CH",-1.74,11.59,0.587,2.747,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_203605",35,2,4,"N","ball","",0,1,2,"R",501957,91.6,"FF",-2.04,12.77,-1.033,2.908,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_203619",35,3,4,"N","called_strike","",1,1,2,"R",501957,76.7,"KC",2.88,-11.7,-0.165,2.283,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_203633",35,4,4,"N","ball","",1,2,2,"R",501957,82.9,"CH",-4.81,9.46,-0.193,3.561,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_203649",35,5,4,"N","ball","",2,2,2,"R",501957,83.8,"CH",-5.97,10.14,0.609,1.066,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_203704",35,6,4,"N","ball","walk",3,2,2,"R",501957,92,"FC",-0.37,12.12,1.105,1.879,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_203739",36,1,4,"N","ball","",0,0,2,"R",501957,77,"KC",4.95,-12.82,-0.716,3.572,"ground_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_203758",36,2,4,"N","foul","",1,0,2,"R",501957,91.9,"FF",-2.24,13.35,0.469,2.25,"ground_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_203823",36,3,4,"N","swinging_strike","",1,1,2,"R",501957,77,"KC",6.63,-10.2,0.837,1.444,"ground_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_203848",36,4,4,"N","hit_into_play","force_out",1,2,2,"R",501957,92.3,"FF",-1.68,11.14,0.791,2.55,"ground_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_194114",14,1,2,"N","called_strike","",0,0,1,"R",501957,90.7,"FF",-2.5,11.4,-0.005,2.548,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_194128",14,2,2,"N","foul","",0,1,1,"R",501957,91,"FF",-2.1,9.93,-0.064,2.386,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_194149",14,3,2,"N","swinging_strike","strikeout",0,2,1,"R",501957,90.8,"FC",0.3,11.71,-0.441,4.123,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_203427",34,1,4,"N","called_strike","",0,0,1,"R",501957,82.4,"CH",-1.16,10.69,-0.625,2.036,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_203440",34,2,4,"N","ball","",0,1,1,"R",501957,91.6,"FF",-2.3,10.64,0.83,3.662,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_203454",34,3,4,"N","swinging_strike","",1,1,1,"R",501957,90.8,"FC",1.47,11.01,0.251,3.164,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_203514",34,4,4,"N","called_strike","strikeout",1,2,1,"R",501957,78.1,"KC",4.4,-11.34,-0.64,2.721,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_205252",42,1,5,"N","foul","",0,0,0,"R",501957,87.7,"SL",2.16,10.82,-0.261,2.764,"fly_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_205317",42,2,5,"N","hit_into_play","field_out",0,1,0,"R",501957,89.1,"FC",0.97,11.58,-0.023,2.942,"fly_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_210939",48,1,6,"N","ball","",0,0,0,"R",501957,83.1,"SL",4.77,4.5,1.65,1.071,"line_drive"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_210954",48,2,6,"N","hit_into_play_no_out","single",1,0,0,"R",501957,89.6,"FF",-0.48,10.43,0.041,1.951,"line_drive"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_191745",4,1,1,"N","ball","",0,0,0,"R",501957,91.6,"FC",0.87,13.12,1.557,1.525,"ground_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_191759",4,2,1,"N","ball","",1,0,0,"R",501957,92.5,"FC",1.09,12.13,-0.039,1.361,"ground_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_191814",4,3,1,"N","foul","",2,0,0,"R",501957,91,"FC",0.14,11.16,-0.02,2.327,"ground_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_191837",4,4,1,"N","called_strike","",2,1,0,"R",501957,92.3,"FC",2.82,11.26,-0.749,2.616,"ground_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_191853",4,5,1,"N","ball","",2,2,0,"R",501957,92.8,"FC",2.66,9.85,-1.235,3.762,"ground_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_191909",4,6,1,"N","hit_into_play_no_out","single",3,2,0,"R",501957,92.6,"FC",0.78,12.29,-0.301,1.392,"ground_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_205354",43,1,5,"N","called_strike","",0,0,1,"R",501957,89.5,"FF",-1.06,11.9,0.274,2.9,"popup"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_205408",43,2,5,"N","ball","",0,1,1,"R",501957,74.9,"KC",5.6,-8.06,0.237,0.341,"popup"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_205427",43,3,5,"N","hit_into_play","field_out",1,1,1,"R",501957,83.1,"CH",-3.2,12.17,-0.737,1.767,"popup"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_192554",7,1,1,"N","called_strike","",0,0,2,"R",501957,91.7,"FC",-0.03,10.45,0.222,2.749,"ground_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_192616",7,2,1,"N","ball","",0,1,2,"R",501957,91.5,"FF",-1.43,13.2,-1.169,1.908,"ground_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_192640",7,3,1,"N","ball","",1,1,2,"R",501957,91.9,"FF",-0.83,12.67,-1.412,2.478,"ground_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_192717",7,4,1,"N","hit_into_play","field_out",2,1,2,"R",501957,87.2,"SL",4.23,4.57,0.753,2.232,"ground_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_193953",13,1,2,"N","ball","",0,0,0,"R",501957,89.4,"FF",-0.5,10.82,0.621,1.638,"line_drive"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_194006",13,2,2,"N","called_strike","",1,0,0,"R",501957,75,"KC",2.29,-13.09,-0.597,3.054,"line_drive"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_194020",13,3,2,"N","ball","",1,1,0,"R",501957,91.1,"FF",-1,13.95,1.845,1.162,"line_drive"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_194035",13,4,2,"N","hit_into_play","field_out",2,1,0,"R",501957,91.9,"FC",0.72,12.22,0.883,2.667,"line_drive"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_192254",6,1,1,"N","called_strike","",0,0,1,"R",501957,92.8,"FF",-1.35,12.39,-0.565,2.293,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_192317",6,2,1,"N","ball","",0,1,1,"R",501957,92.9,"FC",0.11,13.19,-1.126,1.643,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_192343",6,3,1,"N","blocked_ball","",1,1,1,"R",501957,78.1,"KC",3.95,-10.27,1.251,-0.235,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_192417",6,4,1,"N","foul","",2,1,1,"R",501957,92.4,"FC",0.34,15.11,-0.256,2.5,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_192516",6,5,1,"N","foul_tip","strikeout",2,2,1,"R",501957,92.3,"FF",-0.53,14.31,0.022,1.514,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_195356",21,1,3,"N","ball","",0,0,0,"R",501957,91.3,"FC",-0.11,10.56,0.5,1.671,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_195208",20,1,3,"N","ball","",0,0,0,"R",501957,74.6,"KC",6.05,-12.91,-0.553,3.298,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_195223",20,2,3,"N","ball","",1,0,0,"R",501957,90.9,"FC",-0.28,13.45,0.463,0.869,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_195239",20,3,3,"N","called_strike","",2,0,0,"R",501957,91.3,"FC",0.65,11.73,-0.896,3.337,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_195258",20,4,3,"N","ball","",2,1,0,"R",501957,83.3,"CH",-8.11,11.26,1.006,0.973,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_195314",20,5,3,"N","ball","walk",3,1,0,"R",501957,92.2,"FC",-0.26,14.06,0.113,1.306,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_195443",21,2,3,"N","ball","",1,0,0,"R",501957,91.4,"FF",-1.77,11.9,1.01,1.79,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_195523",21,3,3,"N","called_strike","",2,0,0,"R",501957,91.5,"FF",-4.65,10.69,0.614,2.491,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_195630",21,4,3,"N","foul","",2,1,0,"R",501957,92.1,"FF",-1.13,13.07,0.143,1.736,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_195701",21,5,3,"N","swinging_strike","strikeout",2,2,0,"R",501957,76.1,"KC",5.68,-11.55,0.833,2.07,"U"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_205504",44,1,5,"N","ball","",0,0,2,"R",501957,90.6,"FC",0.43,12.6,0.533,3.455,"fly_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_205520",44,2,5,"N","called_strike","",1,0,2,"R",501957,76,"KC",5.14,-10.03,0.885,2.446,"fly_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_205536",44,3,5,"N","ball","",1,1,2,"R",501957,75.8,"KC",4.61,-11.52,0.589,0.776,"fly_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_205556",44,4,5,"N","foul","",2,1,2,"R",501957,91.6,"FC",1.14,10.69,0.814,2.456,"fly_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_205621",44,5,5,"N","foul","",2,2,2,"R",501957,86,"SL",4.59,2.99,0.18,2.171,"fly_ball"
"2013/04/11/balmlb-bosmlb-1","11-APR-13",2013,"130411_205645",44,6,5,"N","ball","",2,2,2,"R",501957,92.1,"FF",-2.71,11.69,0.285,1.342,"fly_ball"
